Time;Season
0.0;0.09
0.083333336;0.14
0.16666667;0.18
0.25;0.060000006
0.33333334;0.12000001
0.41666666;0.04
0.5;0.030000003
0.5833333;0.07
0.6666667;0.1
0.75;0.07
0.8333333;0.05
0.9166667;0.05
