Time;Season
0.0;0.10999999
0.083333336;0.099999994
0.16666667;0.10999999
0.25;0.10999999
0.33333334;0.10999999
0.41666666;0.089999996
0.5;0.06
0.5833333;0.04
0.6666667;0.02
0.75;0.049999997
0.8333333;0.089999996
0.9166667;0.10999999
