Time;Season
0.0;0.049999997
0.083333336;0.029999997
0.16666667;0.099999994
0.25;0.17
0.33333334;0.099999994
0.41666666;0.10999999
0.5;0.029999997
0.5833333;0.02
0.6666667;0.08
0.75;0.13999999
0.8333333;0.08
0.9166667;0.089999996
