0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0.0014588;0.00090819;0.00067257;0.00014741;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0.0029147;0.0021091;0.0015467;0.002397;0.0011163;0.00088305;0.0023772;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0.0038662;0.0018822;0.00097632;0.0011203;0.001146;0.0026973;0.0032514;0.0020697;0    ;0    ;0    ;0    ;0    ;0    ;0    ;1.5092e-018;1.4847e-018;1.4862e-018;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0.0031841;0.0012676;0.0027761;0.00068316;0.002127;0.0029934;0.0058257;0.00317;4.0569e-009;0    ;0    ;0    ;0    ;1.5079e-018;9.8546e-014;4.642e-012;5.2171e-013;1.4763e-018;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0.0034818;0.0021941;0.0032335;0.00207;0.0027392;0.0035333;0.0058973;0.0054221;1.6092e-007;1.1231e-010;0    ;2.2328e-008;1.7574e-006;1.2375e-007;2.7263e-006;1.4585e-005;7.5167e-007;4.5907e-010;1.4446e-018;1.4175e-018;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0    ;0    ;0.0025597;0.0030159;0.004113;0.004016;0.0053626;0.0062194;0.0031779;0.0032191;0.00015071;0.00081959;0.00124;0.0012104;0.0019738;0.0017966;0.00022793;2.5123e-005;9.16e-010;1.2519e-018;1.5122e-018;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0    ;0    ;0    ;0    ;0.0034969;0.0046461;0.0054102;0.0049349;0.0049873;0.0048165;0.0038402;0.0056322;0.0039583;0.0036456;0.0046356;0.0051316;0.0022249;0.00049874;4.79e-005;1.435e-009;1.4742e-018;1.4709e-018;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0    ;0    ;0    ;0    ;0.0050766;0.0041207;0.0039477;0.0032067;0.0026388;0.0046225;0.0049031;0.0037414;0.0022931;0.0023698;0.0043578;0.0060636;0.0044956;0.0036401;0.00035629;2.1698e-006;4.2551e-014;1.4231e-018;1.4123e-018;1.5252e-018;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0    ;0    ;0    ;0    ;0    ;0.0051086;0.0033163;0.002116;0.0051893;0.0019116;0.0038131;0.003043;0.0020323;0.0058183;0.0062116;0.0058434;0.0058147;0.0029454;0.0010329;3.498e-005;1.941e-010;5.7339e-016;1.4104e-018;1.36e-018;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0    ;0    ;0    ;0    ;0    ;0    ;0.0035013;0.0017907;0.0011543;0.0019494;0.0022234;0.0014326;0.0030845;0.0048902;0.0056676;0.0055909;0.0042139;0.0011541;0.0013144;0.00096597;5.372e-008;4.4612e-012;1.4148e-018;1.4206e-018;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0    ;0    ;0    ;0    ;0    ;0    ;0.0050888;0.0022893;0.0012866;0.0017512;0.0012551;0.00088537;0.0017728;0.0025875;0.004665;0.0047469;0.0049381;0.0037274;0.0017105;0.00043089;0.00011712;3.3936e-009;1.4373e-018;1.4469e-018;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0    ;0    ;0    ;0    ;0    ;0    ;0    ;0.0043488;0.0034157;0.0023571;0.0029971;0.0013975;0.0029059;0.0025253;0.0041126;0.0028941;0.0031255;0.0035552;0.0032298;0.0026387;7.7298e-005;1.5102e-008;1.4802e-018;1.4776e-018;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0.004656;0.0029058;0.00249;0.0026613;0.0018887;0.0036467;0.0045137;0.0036571;0.0037764;0.0046393;0.0032461;0.00090699;4.7377e-007;7.2054e-016;6.0185e-019;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0.0047025;0.0028708;0.0014231;0.0020948;0.0051803;0.0052556;0.0043011;0.0041372;0.0040672;0.0024315;0.002924;2.5767e-005;2.2697e-015;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0.0010167;0.0040959;0.0016905;0.0025976;0.0048198;0.005285;0.0036572;0.003672;0.0035898;0.00014844;1.429e-018;0    ;1.4669e-018;1.0124e-018;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0.0017699;0.00077926;0.0012262;0.0015556;0.0031469;0.0037937;0.0026733;0.0030264;0.0031519;0.00011339;1.6801e-013;0    ;1.4551e-018;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0.0022901;0.0020613;0.00030173;0.0024174;0.0039034;0.0036111;0.0030672;0.0022614;0.0028398;0.0018645;2.0487e-007;2.3307e-013;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0.00082559;0.0027323;0.0030534;0.0041178;0.0030696;0.0013192;0.0021487;0.0035559;0.0038583;0.00048251;1.6395e-009;1.2943e-013;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0.0029715;0.0010508;0.0020042;0.0026121;0.0032208;0.0021978;0.0010907;0.0019773;0.0046208;0.0020714;0.003198;2.7121e-005;1.567e-010;9.7637e-019;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0.0021679;0.002069;0.0020746;0.004894;0.0042529;0.004398;0.0026832;0.0026547;0.0015911;0.0028029;0.0057632;0.0054259;3.1852e-005;3.8851e-016;0    ;1.3194e-018;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0.0027997;0.0034833;0.0029177;0.0028389;0.0035996;0.0038792;0.0039291;0.0031796;0.0047629;0.0056575;0.004243;0.0021873;8.9528e-013;0    ;1.3072e-018;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    ;0    
