Time;Season
0.0;0.080000006
0.083333336;0.060000006
0.16666667;0.07
0.25;0.1
0.33333334;0.1
0.41666666;0.1
0.5;0.1
0.5833333;0.11
0.6666667;0.1
0.75;0.080000006
0.8333333;0.05
0.9166667;0.05
